EU	GL	JP	NA	OT	genre	platform	pub	title	year	mGame
0.0	0.01	0.0	0.0	0.0	Puzzle	PC	O-Games	Challenge Me: Word Puzzles	2011	0
0.0	0.01	0.0	0.0	0.0	Adventure	PC	Her Interactive	Nancy Drew: The Phantom of Venice	2008	0
0.0	0.01	0.0	0.0	0.0	Misc	PC	Black Bean Games	National Geographic Challenge!	2011	0
0.0	0.01	0.0	0.0	0.0	Action	PC	Vivendi Games	The Spiderwick Chronicles	2008	0
0.0	0.01	0.0	0.0	0.0	Puzzle	PC	Avanquest Software	Jewel Quest 6: The Sapphire Dragon	2012	0
0.0	0.01	0.0	0.0	0.0	Action	PC	Big Fish Games	Mystic Gateways: The Celestial Quest	2015	0
0.01	0.01	0.0	0.0	0.0	Strategy	PC	Activision	Medieval: Total War Gold Edition	2006	0
0.0	0.01	0.0	0.0	0.0	Action	PC	Ubisoft	Tom Clancy's Splinter Cell	2003	0
0.0	0.01	0.0	0.0	0.0	Simulation	PC	GMX Media	FirePower for Microsoft Combat Flight Simulator 3	2003	0
0.0	0.01	0.0	0.0	0.0	Adventure	PC	Telltale Games	Back to the Future: The Game	2010	0
0.0	0.01	0.0	0.0	0.0	Shooter	PC	Midway Games	Blacksite: Area 51	2007	0
0.0	0.01	0.0	0.0	0.0	Sports	PC	Sega	Virtua Tennis 2009	2009	0
0.0	0.01	0.0	0.0	0.0	Strategy	PC	Strategy First	BC Kings	2008	0
0.0	0.01	0.0	0.0	0.0	Strategy	PC	Take-Two Interactive	CivCity: Rome	2006	0
0.0	0.01	0.0	0.0	0.0	Adventure	PC	Ubisoft	CSI: 3 Dimensions of Murder	2006	0
0.0	0.01	0.0	0.0	0.0	Action	PC	Electronic Arts	The Godfather II	2009	0
0.0	0.01	0.0	0.0	0.0	Adventure	PC	Nordic Games	Broken Age	2015	0
0.4	20.81	0.41	9.43	10.57	Action	PS2	Take-Two Interactive	Grand Theft Auto: San Andreas	2004	1
5.49	16.15	0.47	8.41	1.78	Action	PS2	Take-Two Interactive	Grand Theft Auto: Vice City	2002	1
5.09	14.98	1.87	6.85	1.16	Racing	PS2	Sony Computer Entertainment	Gran Turismo 3: A-Spec	2001	1
4.51	13.1	0.3	6.99	1.3	Action	PS2	Take-Two Interactive	Grand Theft Auto III	2001	1
0.01	11.66	1.1	3.01	7.53	Racing	PS2	Sony Computer Entertainment	Gran Turismo 4	2004	1
2.07	8.05	2.73	2.91	0.33	Role-Playing	PS2	Sony Computer Entertainment	Final Fantasy X	2001	1
2.83	7.2	0.08	3.27	1.02	Racing	PS2	Electronic Arts	Need for Speed Underground	2003	1
3.02	6.9	0.08	2.71	1.09	Racing	PS2	Electronic Arts	Need for Speed Underground 2	2004	1
2.75	6.83	0.17	2.93	0.99	Shooter	PS2	Electronic Arts	Medal of Honor: Frontline	2002	1
1.2	6.4	1.49	3.64	0.07	Role-Playing	PS2	Sony Computer Entertainment	Kingdom Hearts	2002	1
2.01	6.05	0.87	2.45	0.72	Action	PS2	Konami Digital Entertainment	Metal Gear Solid 2: Sons of Liberty	2001	1
0.0	5.95	2.33	1.88	1.74	Role-Playing	PS2	Square Enix	Final Fantasy XII	2006	1
2.29	5.42	0.24	2.07	0.82	Platform	PS2	Universal Interactive	Crash Bandicoot: The Wrath of Cortex	2001	1
1.08	5.29	2.11	1.92	0.17	Role-Playing	PS2	Electronic Arts	Final Fantasy X-2	2003	1
0.75	5.21	3.61	0.65	0.2	Role-Playing	PS2	Square Enix	Dragon Quest VIII: Journey of the Cursed King	2004	1
2.23	5.13	0.13	1.98	0.8	Shooter	PS2	Electronic Arts	Medal of Honor: Rising Sun	2003	1
0.63	5.12	0.0	3.81	0.68	Misc	PS2	RedOctane	Guitar Hero II	2006	1
0.01	4.98	0.01	3.49	1.48	Misc	PS2	Activision	Guitar Hero III: Legends of Rock	2007	1
0.26	4.91	0.01	3.98	0.66	Sports	PS2	Electronic Arts	Madden NFL 06	2005	1
2.19	4.7	0.0	1.73	0.79	Racing	PS2	Vivendi Games	The Simpsons: Hit & Run	2003	1
1.95	4.67	0.08	1.94	0.7	Action	PS2	Electronic Arts	The Lord of the Rings: The Two Towers	2002	1
0.26	4.53	0.01	4.18	0.08	Sports	PS2	Electronic Arts	Madden NFL 2005	2004	1
0.24	4.49	0.01	3.63	0.61	Sports	PS2	Electronic Arts	Madden NFL 07	2006	1
1.51	4.48	0.03	2.71	0.23	Action	PS2	Activision	Spider-Man: The Movie	2002	1
1.29	4.45	0.02	2.71	0.43	Action	PS2	Sony Computer Entertainment	God of War	2005	1
1.29	4.41	0.01	2.66	0.46	Sports	PS2	Activision	Tony Hawk's Pro Skater 3	2001	1
2.39	4.39	1.05	0.1	0.86	Sports	PS2	Konami Digital Entertainment	Winning Eleven: Pro Evolution Soccer 2007	2006	1
1.79	4.37	0.08	2.03	0.47	Racing	PS2	Electronic Arts	Need for Speed: Most Wanted	2005	1
0.58	4.33	1.38	2.2	0.17	Role-Playing	PS2	Square Enix	Kingdom Hearts II	2005	1
0.0	4.23	0.83	1.46	1.93	Action	PS2	Konami Digital Entertainment	Metal Gear Solid 3: Snake Eater	2004	1
2.55	4.21	0.04	0.78	0.84	Sports	PS2	Electronic Arts	FIFA Soccer 06	2005	1
2.3	4.2	0.2	0.88	0.83	Misc	PS2	Sony Computer Entertainment	EyeToy Play	2003	1
0.21	4.14	0.01	3.36	0.56	Sports	PS2	Electronic Arts	Madden NFL 2003	2002	1
2.48	4.11	0.03	0.71	0.89	Sports	PS2	Electronic Arts	FIFA Soccer 07	2006	1
0.04	4.07	0.04	2.32	1.67	Action	PS2	Sony Computer Entertainment	God of War II	2007	1
2.26	4.06	0.9	0.12	0.77	Sports	PS2	Konami Digital Entertainment	World Soccer Winning Eleven 9	2005	1
1.51	4.05	0.51	1.68	0.35	Fighting	PS2	Namco Bandai Games	Tekken Tag Tournament	2000	1
1.35	3.98	0.0	2.08	0.54	Misc	PS2	Namco Bandai Games	Namco Museum: 50th Anniversary	2005	1
1.17	3.9	0.01	2.29	0.42	Sports	PS2	Activision	Tony Hawk's Underground	2003	1
1.94	3.87	0.31	0.93	0.7	Fighting	PS2	Namco Bandai Games	Tekken 5	2005	1
1.89	3.85	1.12	0.16	0.68	Sports	PS2	Konami Digital Entertainment	World Soccer Winning Eleven 8 International	2004	1
2.48	3.7	0.04	0.58	0.59	Sports	PS2	Electronic Arts	FIFA Soccer 2005	2004	1
1.18	3.67	0.01	2.13	0.35	Sports	PS2	Activision	Tony Hawk's Pro Skater 4	2002	1
0.81	3.65	0.06	2.53	0.24	Shooter	PS2	Sony Computer Entertainment	SOCOM: U.S. Navy SEALs	2002	1
1.09	3.64	0.15	2.08	0.33	Platform	PS2	Sony Computer Entertainment	Jak and Daxter: The Precursor Legacy	2001	1
0.0	3.63	0.64	0.05	2.93	Sports	PS2	Konami Digital Entertainment	Pro Evolution Soccer 2008	2007	1
0.83	3.62	0.46	2.08	0.25	Action	PS2	Capcom	Resident Evil 4	2005	1
1.22	3.61	0.03	1.93	0.44	Shooter	PS2	LucasArts	Star Wars: Battlefront	2004	1
1.17	3.61	0.0	2.02	0.42	Racing	PS2	Electronic Arts	The Simpsons: Road Rage	2001	1
1.02	3.59	0.03	2.18	0.37	Shooter	PS2	LucasArts	Star Wars: Battlefront II	2005	1
1.4	3.54	0.07	1.56	0.5	Action	PS2	Take-Two Interactive	Grand Theft Auto: Liberty City Stories	2006	1
1.77	3.54	0.05	1.23	0.49	Action	PS2	Sony Computer Entertainment	The Getaway	2002	1
1.13	3.53	0.1	1.9	0.41	Shooter	PS2	Electronic Arts	James Bond 007: Agent Under Fire	2001	1
1.14	3.53	0.01	1.98	0.41	Action	PS2	Eidos Interactive	LEGO Star Wars: The Video Game	2005	1
1.27	3.44	0.33	1.55	0.29	Fighting	PS2	Namco Bandai Games	Tekken 4	2002	1
1.2	3.41	0.02	1.75	0.43	Action	PS2	Activision	Spider-Man 2	2004	1
2.28	3.4	0.05	0.46	0.61	Sports	PS2	Electronic Arts	FIFA Soccer 2003	2002	1
1.29	3.33	0.12	1.45	0.46	Shooter	PS2	Electronic Arts	James Bond 007: Nightfire	2002	1
1.01	3.33	0.57	1.44	0.3	Platform	PS2	Sony Computer Entertainment	Ratchet & Clank	2002	1
1.39	3.32	0.03	1.47	0.43	Action	PS2	LucasArts	Star Wars Episode III: Revenge of the Sith	2005	1
1.05	3.31	0.05	1.99	0.22	Shooter	PS2	Take-Two Interactive	Max Payne	2001	1
1.28	3.28	0.05	1.5	0.46	Action	PS2	Electronic Arts	The Lord of the Rings: The Return of the King	2003	1
1.05	3.27	0.02	1.89	0.31	Action	PS2	Activision	True Crime: Streets of LA	2003	1
1.12	3.18	0.09	1.78	0.19	Action	PS2	Atari	Enter the Matrix	2003	1
0.56	3.17	0.38	2.06	0.17	Simulation	PS2	Sony Computer Entertainment Europe	Ace Combat 04: Shattered Skies	2001	1
0.0	3.14	0.0	0.68	2.46	Sports	PS2	Electronic Arts	FIFA Soccer 08	2007	1
0.28	3.09	0.55	2.17	0.08	Fighting	PS2	Atari	Dragon Ball Z: Budokai	2002	1
0.16	3.08	0.01	2.5	0.42	Sports	PS2	Electronic Arts	Madden NFL 2002	2001	1
1.13	3.02	0.07	1.45	0.38	Sports	PS2	THQ	WWE SmackDown! Shut Your Mouth	2002	1
0.0	3.0	0.76	1.15	1.09	Fighting	PS2	Atari	Dragon Ball Z: Budokai Tenkaichi 3	2007	1
1.26	2.99	1.16	0.12	0.45	Sports	PS2	Konami Digital Entertainment	World Soccer Winning Eleven 6 International	2002	1
0.86	2.99	0.64	1.36	0.13	Action	PS2	Capcom	Devil May Cry	2001	1
1.37	2.96	0.06	1.04	0.49	Platform	PS2	Sega	Sonic Heroes	2003	1
1.15	2.96	0.04	1.36	0.41	Action	PS2	Eidos Interactive	Hitman 2: Silent Assassin	2002	1
0.51	2.94	0.06	2.22	0.15	Shooter	PS2	Sony Computer Entertainment	SOCOM II: U.S. Navy SEALs	2003	1
1.11	2.94	0.04	1.45	0.33	Fighting	PS2	THQ	WWE SmackDown! vs. RAW 2006	2005	1
1.14	2.9	0.0	1.54	0.22	Misc	PS2	Sega	Sonic Mega Collection Plus	2004	1
1.24	2.9	1.13	0.08	0.45	Sports	PS2	Konami Digital Entertainment	World Soccer Winning Eleven 7 International	2003	1
0.32	2.89	1.38	0.99	0.2	Sports	PS2	Sony Computer Entertainment	Hot Shots Golf 3	2001	1
1.12	2.89	0.01	1.51	0.24	Shooter	PS2	Activision	Call of Duty: Finest Hour	2004	1
1.08	2.83	0.04	1.32	0.39	Fighting	PS2	THQ	WWE SmackDown! vs. Raw	2002	1
1.06	2.8	0.04	1.32	0.38	Fighting	PS2	THQ	WWE SmackDown! Here Comes the Pain	2003	1
1.15	2.79	0.04	1.19	0.41	Fighting	PS2	THQ	WWF SmackDown! Just Bring It	2001	1
0.22	2.79	0.0	2.19	0.38	Sports	PS2	Electronic Arts	NBA Street	2001	1
0.74	2.78	0.0	1.68	0.36	Platform	PS2	Sony Computer Entertainment	Jak II	2003	1
0.83	2.78	0.26	1.44	0.25	Platform	PS2	Sony Computer Entertainment	Ratchet & Clank: Going Commando	2003	1
1.12	2.77	0.0	1.41	0.24	Simulation	PS2	Electronic Arts	The Sims	2003	1
0.48	2.7	1.09	0.99	0.14	Action	PS2	Virgin Interactive	Onimusha: Warlords	2001	1
0.64	2.69	0.01	1.85	0.19	Action	PS2	LucasArts	LEGO Star Wars II: The Original Trilogy	2006	1
1.11	2.68	0.0	1.23	0.34	Racing	PS2	Electronic Arts	Burnout 3: Takedown	2004	1
0.92	2.67	0.01	1.48	0.26	Shooter	PS2	Activision	Call Of Duty 2: Big Red One	2005	1
1.11	2.65	0.0	1.15	0.4	Action	PS2	Ubisoft	Tom Clancy's Splinter Cell	2003	1
0.47	2.63	0.02	2.0	0.14	Racing	PS2	Take-Two Interactive	Midnight Club: Street Racing	2000	1
0.12	2.62	0.0	2.15	0.36	Sports	PS2	Sega	ESPN NFL 2K5	2004	1
1.22	2.61	0.04	0.9	0.44	Action	PS2	Electronic Arts	Harry Potter and the Chamber of Secrets	2002	1
0.21	2.59	0.0	2.03	0.35	Sports	PS2	Electronic Arts	NBA Live 2005	2004	1
0.88	2.58	0.03	1.4	0.26	Fighting	PS2	THQ	WWE SmackDown vs. RAW 2007	2006	1
0.74	2.57	0.31	1.31	0.22	Platform	PS2	Sony Computer Entertainment	Ratchet & Clank: Up Your Arsenal	2004	1
0.08	2.57	0.0	2.14	0.35	Sports	PS2	Electronic Arts	Madden NFL 08	2007	1
1.12	2.52	0.06	1.13	0.22	Racing	PS2	Acclaim Entertainment	Crazy Taxi	2001	1
0.07	2.5	0.26	0.13	2.05	Sports	PS2	Konami Digital Entertainment	PES 2009: Pro Evolution Soccer	2008	1
0.52	2.49	0.0	1.81	0.15	Fighting	PS2	Midway Games	Mortal Kombat: Deadly Alliance	2002	1
1.19	2.43	0.0	1.07	0.18	Simulation	PS2	Electronic Arts	The Sims: Bustin' Out	2003	1
0.22	2.41	0.51	1.63	0.06	Fighting	PS2	Atari	Dragon Ball Z: Budokai 2	2003	1
0.26	2.41	0.0	2.07	0.08	Racing	PS2	Sony Computer Entertainment	ATV Offroad Fury	2001	1
0.0	2.41	0.04	0.69	1.68	Racing	PS2	Electronic Arts	Need for Speed: ProStreet	2007	1
0.61	2.38	0.03	1.67	0.07	Misc	PS2	RedOctane	Guitar Hero	2005	1
0.91	2.38	0.0	1.16	0.3	Misc	PS2	Konami Digital Entertainment	Yu-Gi-Oh! The Duelists of the Roses	2001	1
1.08	2.37	0.04	0.96	0.3	Action	PS2	THQ	The Incredibles	2004	1
0.86	2.37	0.01	1.25	0.26	Sports	PS2	Activision	Tony Hawk's Underground 2	2004	1
0.0	2.34	0.01	0.92	1.41	Fighting	PS2	THQ	WWE SmackDown vs Raw 2008	2007	1
0.7	2.34	0.34	1.08	0.21	Action	PS2	Capcom	Resident Evil - Code: Veronica X	2001	1
1.06	2.31	0.09	0.85	0.32	Shooter	PS2	Electronic Arts	James Bond 007: Everything or Nothing	2004	1
0.07	2.28	0.01	0.38	1.82	Sports	PS2	Electronic Arts	FIFA Soccer 09	2008	1
0.44	2.25	1.06	0.62	0.13	Adventure	PS2	Capcom	Onimusha 2: Samurai's Destiny	2002	1
0.85	2.23	0.0	1.09	0.28	Simulation	PS2	Konami Digital Entertainment	Dance Dance Revolution X2	2009	1
1.03	2.22	0.0	0.88	0.31	Action	PS2	Ubisoft	Prince of Persia: The Sands of Time	2003	1
0.82	2.21	0.05	1.06	0.28	Action	PS2	Capcom	Devil May Cry 3: Dante's Awakening Special Edition	2006	1
0.2	2.18	0.0	1.92	0.06	Racing	PS2	THQ	ATV Offroad Fury 2	2002	1
0.81	2.13	0.0	1.04	0.27	Simulation	PS2	Konami Digital Entertainment	Dance Dance Revolution Extreme	2004	1
0.31	2.11	0.02	1.68	0.09	Racing	PS2	Electronic Arts	Need for Speed: Hot Pursuit 2	2002	1
0.21	2.11	1.13	0.63	0.13	Action	PS2	Tecmo Koei	Dynasty Warriors 4	2003	1
0.72	2.1	0.0	1.17	0.22	Platform	PS2	THQ	Scooby-Doo! Night of 100 Frights	2002	1
0.63	2.09	0.29	0.99	0.19	Action	PS2	Capcom	Devil May Cry 3: Dante's Awakening	2005	1
0.6	2.09	0.05	1.26	0.18	Action	PS2	THQ	Finding Nemo	2003	1
0.71	2.08	0.0	1.11	0.27	Puzzle	PS2	THQ	Tetris Worlds	2002	1
0.62	2.06	0.13	1.06	0.25	Fighting	PS2	Namco Bandai Games	SoulCalibur II	2003	1
0.02	2.04	0.0	1.74	0.28	Shooter	PS2	Sony Computer Entertainment	SOCOM: U.S. Navy SEALs: Combined Assault	2006	1
1.02	2.04	0.0	0.71	0.31	Action	PS2	Ubisoft	Peter Jackson's King Kong: The Official Game of the Movie	2005	1
0.18	2.03	0.0	1.57	0.27	Sports	PS2	Electronic Arts	NBA Live 2004	2003	1
0.95	1.97	0.0	0.74	0.28	Platform	PS2	Universal Interactive	Spyro: Enter the Dragonfly	2002	1
0.58	1.97	0.51	0.71	0.17	Action	PS2	Capcom	Devil May Cry 2	2003	1
1.01	1.95	0.0	0.74	0.2	Racing	PS2	Vivendi Games	Crash Nitro Kart	2003	1
0.2	1.95	0.0	1.69	0.06	Sports	PS2	Electronic Arts	NBA Street Vol. 2	2003	1
0.74	1.94	0.0	0.95	0.25	Fighting	PS2	Electronic Arts	Def Jam Vendetta	2003	1
0.15	1.94	0.65	1.09	0.04	Fighting	PS2	Atari	Dragon Ball Z: Budokai 3	2004	1
0.4	1.94	0.0	1.42	0.12	Shooter	PS2	Ubisoft	Tom Clancy's Ghost Recon	2002	1
0.72	1.93	0.0	1.0	0.21	Role-Playing	PS2	Activision	X-Men Legends	2004	1
0.96	1.92	0.0	0.76	0.2	Shooter	PS2	THQ	Red Faction	2001	1
0.73	1.92	0.0	0.94	0.25	Racing	PS2	THQ	MX Unleashed	2004	1
0.72	1.88	0.0	0.92	0.24	Fighting	PS2	Midway Games	Mortal Kombat: Deception	2004	1
0.69	1.88	0.09	0.89	0.21	Shooter	PS2	Electronic Arts	Medal of Honor: European Assault (All Region sales)	2005	1
0.08	1.87	0.0	0.47	1.33	Misc	PS2	Disney Interactive Studios	High School Musical: Sing It!	2007	1
0.16	1.87	1.07	0.53	0.1	Action	PS2	THQ	Dynasty Warriors 3	2001	1
0.69	1.86	0.03	1.12	0.02	Platform	PS2	Activision	Shrek 2	2004	1
1.37	1.86	0.0	0.0	0.49	Misc	PS2	Sony Computer Entertainment	SingStar	2004	1
0.71	1.86	0.0	0.91	0.24	Sports	PS2	Electronic Arts	NBA Live 2002	2001	1
0.49	1.85	0.0	1.33	0.03	Platform	PS2	Sony Computer Entertainment	Jak 3	2004	1
1.1	1.84	0.42	0.0	0.33	Racing	PS2	Unknown	Gran Turismo Concept 2001 Tokyo	2001	1
0.05	1.84	0.0	1.53	0.25	Sports	PS2	Electronic Arts	NCAA Football 06	2005	1
0.07	1.82	0.0	1.73	0.02	Misc	PS2	Namco Bandai Games	Namco Museum	2001	1
0.59	1.81	0.0	1.05	0.18	Simulation	PS2	Konami Digital Entertainment	DDRMAX2: Dance Dance Revolution	2003	1
0.44	1.81	0.56	0.78	0.04	Fighting	PS2	Sega	Virtua Fighter 4	2002	1
0.69	1.81	0.0	0.88	0.23	Platform	PS2	Sony Computer Entertainment	Sly 2: Band of Thieves	2004	1
0.03	1.8	0.0	1.0	0.77	Misc	PS2	Activision	Guitar Hero: World Tour	2008	1
0.29	1.78	0.0	1.25	0.24	Racing	PS2	Take-Two Interactive	Midnight Club II	2003	1
1.01	1.78	0.02	0.39	0.36	Action	PS2	Sony Computer Entertainment	The Getaway: Black Monday	2004	1
0.76	1.77	0.0	0.85	0.16	Action	PS2	Vivendi Games	50 Cent: Bulletproof	2005	1
0.54	1.76	0.0	1.06	0.16	Platform	PS2	THQ	The SpongeBob SquarePants Movie	2004	1
0.67	1.76	0.0	0.86	0.22	Fighting	PS2	Electronic Arts	Def Jam: Fight for NY	2004	1
0.67	1.76	0.0	0.86	0.22	Action	PS2	Take-Two Interactive	State of Emergency	2002	1
0.95	1.76	0.0	0.52	0.29	Simulation	PS2	Electronic Arts	The Urbz: Sims in the City	2004	1
0.87	1.76	0.02	0.61	0.26	Simulation	PS2	Activision	Star Wars: Starfighter	2001	1
0.9	1.75	0.53	0.06	0.27	Sports	PS2	Konami Digital Entertainment	Pro Evolution Soccer	2001	1
0.66	1.75	0.01	0.85	0.22	Simulation	PS2	Konami Digital Entertainment	Dance Dance Revolution X	2008	1
0.49	1.74	0.45	0.63	0.17	Role-Playing	PS2	Namco Bandai Games	Xenosaga Episode I: Der Wille zur Macht	2002	1
0.66	1.73	0.0	0.85	0.22	Sports	PS2	Electronic Arts	SSX Tricky	2001	1
0.66	1.72	0.0	0.85	0.22	Action	PS2	Take-Two Interactive	Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City	2003	1
0.18	1.72	0.0	0.61	0.94	Shooter	PS2	Activision	Call of Duty: World at War Final Fronts	2008	1
0.21	1.72	0.55	0.8	0.15	Role-Playing	PS2	Ubisoft	Star Ocean: Till The End of Time	2003	1
0.34	1.71	0.32	0.88	0.18	Simulation	PS2	Sony Computer Entertainment Europe	Ace Combat 5: The Unsung War	2004	1
0.24	1.7	0.0	0.23	1.23	Sports	PS2	Electronic Arts	FIFA Soccer 10	2009	1
0.05	1.7	0.0	1.41	0.23	Sports	PS2	Electronic Arts	NCAA Football 07	2006	1
0.34	1.69	0.04	1.22	0.1	Shooter	PS2	Sony Computer Entertainment	SOCOM 3: U.S. Navy SEALs	2005	1
0.64	1.68	0.0	0.82	0.22	Misc	PS2	Oxygen Interactive	World Championship Poker: Featuring Howard Lederer - All In	2006	1
0.52	1.67	0.0	0.93	0.22	Sports	PS2	Electronic Arts	SSX 3	2003	1
0.32	1.67	0.0	1.13	0.22	Racing	PS2	Midway Games	Spy Hunter	2001	1
0.09	1.67	0.0	1.35	0.23	Sports	PS2	Electronic Arts	NCAA Football 2004	2003	1
0.45	1.67	0.0	1.08	0.14	Platform	PS2	THQ	SpongeBob SquarePants: Battle for Bikini Bottom	2003	1
0.61	1.66	0.06	0.78	0.2	Sports	PS2	Electronic Arts	SSX	2000	1
0.63	1.66	0.0	0.81	0.21	Sports	PS2	Midway Games	NBA Ballers	2004	1
0.15	1.66	0.03	1.25	0.22	Sports	PS2	Electronic Arts	NBA Live 2003	2002	1
0.12	1.66	0.54	0.96	0.04	Fighting	PS2	Atari	Dragon Ball Z: Budokai Tenkaichi	2005	1
0.0	1.65	1.65	0.0	0.0	Role-Playing	PS2	Enix Corporation	Dragon Quest V: Tenkuu no Hanayome	2004	1
0.63	1.64	0.0	0.8	0.21	Sports	PS2	Electronic Arts	Tiger Woods PGA Tour 2003	2002	1
0.15	1.64	0.0	1.44	0.05	Sports	PS2	Electronic Arts	NBA Live 06 (All region sales)	2005	1
0.88	1.64	0.0	0.54	0.22	Action	PS2	Ubisoft	Prince of Persia: Warrior Within	2004	1
0.34	1.63	0.0	1.18	0.1	Sports	PS2	Electronic Arts	Tiger Woods PGA Tour 2004	2003	1
0.09	1.62	0.0	1.32	0.22	Sports	PS2	Electronic Arts	NCAA Football 2005	2004	1
0.63	1.62	0.01	0.8	0.19	Sports	PS2	Activision	Tony Hawk's American Wasteland (Old all region sales)	2005	1
0.62	1.61	0.0	0.79	0.21	Sports	PS2	Electronic Arts	NFL Street 2	2004	1
1.18	1.61	0.0	0.0	0.43	Misc	PS2	Sony Computer Entertainment	Buzz! The Music Quiz	2005	1
0.23	1.6	0.0	1.3	0.07	Action	PS2	Take-Two Interactive	Dollar Dash	2005	1
0.12	1.59	0.0	1.26	0.21	Sports	PS2	Global Star	ESPN NBA 2K5	2004	1
0.18	1.57	0.12	0.1	1.16	Sports	PS2	Konami Digital Entertainment	Pro Evolution Soccer 2010	2009	1
0.6	1.57	0.0	0.77	0.2	Sports	PS2	Electronic Arts	NCAA Football 2002	2001	1
0.53	1.57	0.0	0.98	0.06	Shooter	PS2	Gotham Games	Conflict: Desert Storm	2002	1
0.6	1.56	0.0	0.77	0.2	Racing	PS2	Take-Two Interactive	Smuggler's Run	2000	1
0.4	1.56	0.0	1.07	0.1	Fighting	PS2	Electronic Arts	Fight Night Round 3	2006	1
0.59	1.55	0.0	0.76	0.2	Racing	PS2	Atari	Stuntman	2002	1
0.44	1.54	0.08	0.83	0.19	Role-Playing	PS2	Sony Computer Entertainment	Dark Cloud	2000	1
0.07	1.54	0.0	1.26	0.21	Sports	PS2	Electronic Arts	MVP Baseball 2005	2005	1
0.9	1.52	0.0	0.36	0.27	Sports	PS2	Electronic Arts	The Simpsons Skateboarding	2002	1
0.05	1.51	0.0	1.26	0.21	Action	PS2	Namco Bandai Games	Pac-Man World 2	2002	1
0.03	1.51	0.0	0.35	1.13	Action	PS2	Electronic Arts	The Simpsons Game	2007	1
0.52	1.5	0.15	0.66	0.17	Racing	PS2	Crave Entertainment	Tokyo Xtreme Racer Zero	2000	1
0.78	1.5	0.0	0.49	0.23	Shooter	PS2	THQ	Red Faction II	2002	1
0.07	1.5	0.05	1.19	0.2	Sports	PS2	Electronic Arts	Madden NFL 2001	2000	1
0.0	1.49	0.0	1.22	0.27	Sports	PS2	Electronic Arts	Madden NFL 09	2008	1
1.1	1.49	0.0	0.0	0.39	Misc	PS2	Sony Computer Entertainment	Buzz! The BIG Quiz	2006	1
0.37	1.48	0.52	0.47	0.12	Shooter	PS2	Square Enix	Dirge of Cerberus: Final Fantasy VII	2006	1
0.56	1.48	0.0	0.72	0.19	Sports	PS2	Take-Two Interactive	Major League Baseball 2K5	2005	1
0.2	1.48	0.0	1.08	0.2	Fighting	PS2	Electronic Arts	Fight Night 2004	2004	1
0.56	1.46	0.0	0.72	0.19	Misc	PS2	Midway Games	Midway Arcade Treasures	2003	1
0.47	1.45	0.54	0.37	0.07	Action	PS2	Capcom	Onimusha 3: Demon Siege	2004	1
0.55	1.45	0.0	0.71	0.19	Shooter	PS2	Take-Two Interactive	Red Dead Revolver	2004	1
0.35	1.45	0.46	0.54	0.1	Action	PS2	Capcom	Resident Evil: Outbreak	2003	1
0.05	1.45	0.0	1.38	0.02	Sports	PS2	Activision	Tony Hawk's American Wasteland (Weekly american sales)	2005	1
1.08	1.44	0.0	0.04	0.32	Misc	PS2	Sony Computer Entertainment	SingStar Pop	2007	1
0.32	1.44	0.0	1.03	0.09	Sports	PS2	Electronic Arts	Tiger Woods PGA Tour 2005	2004	1
0.08	1.44	0.0	1.16	0.19	Sports	PS2	Electronic Arts	NCAA Football 2003	2002	1
0.54	1.42	0.0	0.7	0.18	Sports	PS2	Activision	Cabela's Big Game Hunter	2002	1
0.05	1.42	0.0	1.35	0.02	Sports	PS2	Electronic Arts	NBA Live 06 (Weekly american sales)	2005	1
0.08	1.42	0.0	1.15	0.19	Sports	PS2	Electronic Arts	NFL Street	2004	1
0.47	1.41	0.77	0.0	0.17	Racing	PS2	Sony Computer Entertainment	Gran Turismo 4 Prologue	2003	1
0.17	1.41	0.0	1.19	0.05	Racing	PS2	Sony Computer Entertainment	Twisted Metal: Black	2001	1
0.54	1.41	0.0	0.69	0.18	Racing	PS2	Electronic Arts	NASCAR 2005: Chase for the Cup	2004	1
0.08	1.4	0.03	0.38	0.93	Racing	PS2	Electronic Arts	Need For Speed: Undercover	2008	1
1.05	1.4	0.02	0.03	0.3	Racing	PS2	Codemasters	Colin McRae Rally 3	2002	1
0.18	1.39	0.91	0.24	0.06	Action	PS2	Tecmo Koei	Dynasty Warriors 5	2005	1
0.53	1.38	0.0	0.67	0.18	Sports	PS2	Acclaim Entertainment	Dave Mirra Freestyle BMX 2	2001	1
0.01	1.37	0.0	0.6	0.76	Action	PS2	LucasArts	LEGO Indiana Jones: The Original Adventures	2008	1
0.04	1.36	0.0	0.23	1.09	Misc	PS2	Sony Computer Entertainment	SingStar Abba	2008	1
0.52	1.36	0.0	0.67	0.17	Shooter	PS2	Electronic Arts	Dead to Rights	2002	1
0.05	1.35	1.06	0.22	0.02	Action	PS2	Electronic Arts	Samurai Warriors	2004	1
1.04	1.35	0.0	0.0	0.31	Misc	PS2	Sony Computer Entertainment	SingStar Party	2004	1
0.21	1.34	0.01	0.95	0.18	Racing	PS2	Atari	Test Drive	2002	1
0.05	1.34	0.05	1.22	0.01	Racing	PS2	Electronic Arts	Need for Speed Carbon	2006	1
0.51	1.34	0.0	0.65	0.17	Shooter	PS2	Take-Two Interactive	Max Payne 2: The Fall of Max Payne	2003	1
0.06	1.34	0.0	1.1	0.18	Sports	PS2	Electronic Arts	MVP Baseball 2004	2004	1
